TargetDate,TargetCode,MatchType,SampleSize,AvgNextOpenChange,MedianNextOpenChange,PositiveNextOpenChangeRate,AvgNextHighMove,MedianNextHighMove,HighMoveOver1PctRate,HighMoveOver2PctRate,AvgNextLowMove,MedianNextLowMove,LowMoveOver1PctRate,LowMoveOver2PctRate,AvgNextCloseMove,MedianNextCloseMove,PositiveNextCloseMoveRate,NegativeNextCloseMoveRate,DominantNextDayBias
2026-04-06,31331,exact,4,-0.004841592970771025,-0.00210535281351575,0.5,0.015360274001727825,0.0154426354417938,0.75,0.25,0.0136288351886667,0.013067389387269101,0.5,0.25,0.009079034629512725,0.0118909581848736,0.75,0.25,up_bias
2026-04-06,31331,near,10,0.0022772464569521603,0.0023228116731671,0.7,0.01243833225200101,0.01274555279108905,0.6,0.2,0.019387734922631968,0.01801249288785975,0.6,0.4,-0.00669516675067752,-0.00264226255739235,0.5,0.5,mixed
