prediction_date,actual_date,predicted_close,actual_close,excluded_states,triggered_excluded_states,actual_state,predicted_gap,actual_gap,predicted_intraday,actual_intraday,predicted_volume,actual_volume,open_correct,path_correct,close_state_correct,five_state_correct,exclusion_correct,forced_exclusion_correct,score,error_type,review_summary
2019-09-20,2019-09-23,震荡,震荡,"['大跌', '大涨']",[],震荡,平开,平开,低走,高走,放量,缩量,True,False,True,False,True,True,60,partial_error,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✗(放量→缩量) 得分=60
2019-09-23,2019-09-24,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,高开,震荡,低走,缩量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→高开) 日内✗(震荡→低走) 成交量✗(缩量→正常) 得分=20
2019-09-24,2019-09-25,震荡,收跌,"['大涨', '大跌']",[],大跌,平开,低开,低走,高走,正常,放量,False,False,False,False,True,False,20,direction_and_gap_error,预测收盘✗(震荡→收跌) 开盘✗(平开→低开) 日内✗(低走→高走) 成交量✗(正常→放量) 得分=20
2019-09-25,2019-09-26,收跌,震荡,"['大涨', '小涨']",[],震荡,平开,平开,高走,高走,放量,正常,True,True,False,False,True,True,60,close_direction_error,预测收盘✗(收跌→震荡) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✗(放量→正常) 得分=60
2019-09-26,2019-09-27,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,平开,震荡,高走,放量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✗(放量→正常) 得分=40
2019-09-27,2019-09-30,收涨,收涨,"['大跌', '小跌']",[],小涨,平开,高开,高走,低走,放量,正常,False,False,True,False,True,True,40,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(高走→低走) 成交量✗(放量→正常) 得分=40
2019-09-30,2019-10-01,震荡,震荡,"['大涨', '大跌']",[],震荡,平开,高开,低走,低走,缩量,正常,False,True,True,False,True,True,60,gap_error,预测收盘✓(震荡→震荡) 开盘✗(平开→高开) 日内✓(低走→低走) 成交量✗(缩量→正常) 得分=60
2019-10-01,2019-10-02,震荡,收跌,"['大涨', '大跌']",[],小跌,平开,低开,低走,低走,缩量,正常,False,True,False,False,True,True,40,direction_and_gap_error,预测收盘✗(震荡→收跌) 开盘✗(平开→低开) 日内✓(低走→低走) 成交量✗(缩量→正常) 得分=40
2019-10-02,2019-10-03,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,平开,低走,高走,缩量,缩量,True,False,True,False,True,True,80,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✓(缩量→缩量) 得分=80
2019-10-03,2019-10-04,收涨,收涨,"['大跌', '大涨']",[],大涨,平开,高开,震荡,震荡,缩量,正常,False,True,True,False,True,False,60,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✓(震荡→震荡) 成交量✗(缩量→正常) 得分=60
2019-10-04,2019-10-07,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,低开,震荡,低走,正常,正常,False,False,False,False,True,True,40,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✗(震荡→低走) 成交量✓(正常→正常) 得分=40
2019-10-07,2019-10-08,收涨,收跌,"['大跌', '小跌']",[],大跌,平开,低开,低走,低走,缩量,正常,False,True,False,False,True,False,40,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✓(低走→低走) 成交量✗(缩量→正常) 得分=40
2019-10-08,2019-10-09,收涨,收涨,"['大跌', '小跌']",[],小涨,平开,高开,低走,震荡,缩量,缩量,False,False,True,False,True,True,60,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(低走→震荡) 成交量✓(缩量→缩量) 得分=60
2019-10-09,2019-10-10,震荡,震荡,"['大涨', '大跌']",[],震荡,平开,高开,低走,高走,缩量,缩量,False,False,True,False,True,True,60,gap_error,预测收盘✓(震荡→震荡) 开盘✗(平开→高开) 日内✗(低走→高走) 成交量✓(缩量→缩量) 得分=60
2019-10-10,2019-10-11,震荡,收涨,"['大跌', '大涨']",[],大涨,平开,高开,高走,高走,缩量,正常,False,True,False,False,True,False,40,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✓(高走→高走) 成交量✗(缩量→正常) 得分=40
2019-10-11,2019-10-14,收涨,震荡,"['大跌', '小跌']","['大跌', '小跌']",震荡,平开,平开,高走,高走,正常,缩量,True,True,False,False,True,True,60,close_direction_error,预测收盘✗(收涨→震荡) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✗(正常→缩量) 得分=60
2019-10-14,2019-10-15,收涨,收涨,"['大跌', '大涨']",[],大涨,平开,平开,高走,高走,缩量,正常,True,True,True,False,True,False,80,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✗(缩量→正常) 得分=80
2019-10-15,2019-10-16,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,平开,高走,低走,正常,正常,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✓(正常→正常) 得分=60
2019-10-16,2019-10-17,收涨,震荡,"['大跌', '大涨']",[],震荡,平开,高开,低走,震荡,缩量,缩量,False,False,False,False,True,True,40,direction_and_gap_error,预测收盘✗(收涨→震荡) 开盘✗(平开→高开) 日内✗(低走→震荡) 成交量✓(缩量→缩量) 得分=40
2019-10-17,2019-10-18,收跌,收跌,"['大涨', '大跌']",[],小跌,平开,平开,震荡,低走,缩量,正常,True,False,True,False,True,True,60,partial_error,预测收盘✓(收跌→收跌) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✗(缩量→正常) 得分=60
2019-10-18,2019-10-21,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,高开,低走,高走,缩量,缩量,False,False,True,False,True,True,60,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(低走→高走) 成交量✓(缩量→缩量) 得分=60
2019-10-21,2019-10-22,收跌,收跌,"['大涨', '大跌']",[],小跌,平开,平开,高走,低走,缩量,缩量,True,False,True,False,True,True,80,partial_error,预测收盘✓(收跌→收跌) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✓(缩量→缩量) 得分=80
2019-10-22,2019-10-23,收涨,收跌,"['大跌', '大涨']",[],大跌,平开,低开,低走,低走,缩量,正常,False,True,False,False,True,False,40,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✓(低走→低走) 成交量✗(缩量→正常) 得分=40
2019-10-23,2019-10-24,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,高开,低走,低走,正常,正常,False,True,True,False,True,True,80,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✓(低走→低走) 成交量✓(正常→正常) 得分=80
2019-10-24,2019-10-25,震荡,收涨,"['大涨', '大跌']",[],大涨,平开,平开,低走,高走,缩量,正常,True,False,False,False,True,False,40,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✗(缩量→正常) 得分=40
2019-10-25,2019-10-28,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,平开,高走,低走,放量,正常,True,False,True,False,True,True,60,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✗(放量→正常) 得分=60
2019-10-28,2019-10-29,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,平开,低走,低走,缩量,正常,True,True,False,False,True,True,60,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✗(缩量→正常) 得分=60
2019-10-29,2019-10-30,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,高开,低走,低走,缩量,正常,False,True,True,False,True,True,60,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✓(低走→低走) 成交量✗(缩量→正常) 得分=60
2019-10-30,2019-10-31,震荡,收涨,"['大涨', '大跌']",[],小涨,平开,平开,低走,高走,缩量,放量,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✗(缩量→放量) 得分=40
2019-10-31,2019-11-01,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,平开,震荡,高走,放量,正常,True,False,True,False,True,True,60,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(震荡→高走) 成交量✗(放量→正常) 得分=60
2019-11-01,2019-11-04,震荡,收涨,"['大涨', '大跌']",[],大涨,平开,高开,高走,高走,放量,放量,False,True,False,False,True,False,60,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✓(高走→高走) 成交量✓(放量→放量) 得分=60
2019-11-04,2019-11-05,收涨,收涨,"['大跌', '小跌']","['大跌', '小跌']",大涨,平开,平开,高走,高走,放量,放量,True,True,True,True,True,True,100,none,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✓(放量→放量) 得分=100
2019-11-05,2019-11-06,收涨,震荡,"['大跌', '大涨']",[],震荡,平开,低开,高走,低走,放量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(收涨→震荡) 开盘✗(平开→低开) 日内✗(高走→低走) 成交量✗(放量→正常) 得分=20
2019-11-06,2019-11-07,收涨,震荡,"['大跌', '小跌']",[],震荡,平开,高开,震荡,低走,正常,正常,False,False,False,False,True,True,40,direction_and_gap_error,预测收盘✗(收涨→震荡) 开盘✗(平开→高开) 日内✗(震荡→低走) 成交量✓(正常→正常) 得分=40
2019-11-07,2019-11-08,收跌,收涨,"['大涨', '大跌']",[],小涨,平开,低开,低走,低走,放量,正常,False,True,False,False,True,True,40,direction_and_gap_error,预测收盘✗(收跌→收涨) 开盘✗(平开→低开) 日内✓(低走→低走) 成交量✗(放量→正常) 得分=40
2019-11-08,2019-11-11,收涨,震荡,"['大跌', '小跌']","['大跌', '小跌']",震荡,平开,低开,低走,高走,缩量,缩量,False,False,False,False,True,True,40,direction_and_gap_error,预测收盘✗(收涨→震荡) 开盘✗(平开→低开) 日内✗(低走→高走) 成交量✓(缩量→缩量) 得分=40
2019-11-11,2019-11-12,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,平开,高走,高走,缩量,正常,True,True,False,False,True,True,60,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✗(缩量→正常) 得分=60
2019-11-12,2019-11-13,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,低开,高走,高走,缩量,缩量,False,True,False,False,True,True,60,direction_and_gap_error,预测收盘✗(震荡→收跌) 开盘✗(平开→低开) 日内✓(高走→高走) 成交量✓(缩量→缩量) 得分=60
2019-11-13,2019-11-14,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,低开,高走,低走,缩量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(震荡→收跌) 开盘✗(平开→低开) 日内✗(高走→低走) 成交量✗(缩量→正常) 得分=20
2019-11-14,2019-11-15,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,高开,低走,低走,正常,正常,False,True,True,False,True,True,80,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✓(低走→低走) 成交量✓(正常→正常) 得分=80
2019-11-15,2019-11-18,震荡,收跌,"['大涨', '大跌']",[],小跌,平开,平开,低走,低走,缩量,正常,True,True,False,False,True,True,60,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✗(缩量→正常) 得分=60
2019-11-18,2019-11-19,收涨,收涨,"['大跌', '小跌']",[],大涨,平开,高开,震荡,高走,缩量,放量,False,False,True,False,True,True,40,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(震荡→高走) 成交量✗(缩量→放量) 得分=40
2019-11-19,2019-11-20,收涨,收跌,"['大跌', '小跌']","['大跌', '小跌']",小跌,平开,低开,高走,低走,放量,正常,False,False,False,False,False,False,0,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✗(高走→低走) 成交量✗(放量→正常) 得分=0
2019-11-20,2019-11-21,收涨,收涨,"['大跌', '小跌']",[],小涨,平开,平开,低走,高走,正常,正常,True,False,True,False,True,True,80,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✓(正常→正常) 得分=80
2019-11-21,2019-11-22,震荡,震荡,"['大涨', '大跌']",[],震荡,平开,平开,高走,震荡,正常,缩量,True,False,True,False,True,True,60,partial_error,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✗(高走→震荡) 成交量✗(正常→缩量) 得分=60
2019-11-22,2019-11-25,收涨,收涨,"['大跌', '小跌']",[],小涨,平开,高开,震荡,高走,缩量,正常,False,False,True,False,True,True,40,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(震荡→高走) 成交量✗(缩量→正常) 得分=40
2019-11-25,2019-11-26,震荡,收跌,"['大涨', '大跌']",[],小跌,平开,平开,高走,低走,正常,放量,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✗(正常→放量) 得分=40
2019-11-26,2019-11-27,震荡,收涨,"['大跌', '大涨']",[],小涨,平开,高开,低走,震荡,放量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✗(低走→震荡) 成交量✗(放量→正常) 得分=20
2019-11-27,2019-11-29,震荡,收跌,"['大涨', '大跌']",[],小跌,平开,平开,高走,低走,正常,缩量,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✗(正常→缩量) 得分=40
2019-11-29,2019-12-02,收涨,收跌,"['大跌', '小跌']",[],小跌,平开,平开,低走,低走,缩量,正常,True,True,False,False,True,False,60,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✗(缩量→正常) 得分=60
2019-12-02,2019-12-03,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,低开,低走,震荡,放量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✗(低走→震荡) 成交量✗(放量→正常) 得分=20
2019-12-03,2019-12-04,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,高开,震荡,低走,正常,正常,False,False,True,False,True,True,60,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(震荡→低走) 成交量✓(正常→正常) 得分=60
2019-12-04,2019-12-05,震荡,震荡,"['大涨', '大跌']",[],震荡,平开,平开,震荡,震荡,缩量,正常,True,True,True,False,True,True,80,partial_error,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✓(震荡→震荡) 成交量✗(缩量→正常) 得分=80
2019-12-05,2019-12-06,震荡,收涨,"['大涨', '大跌']",[],小涨,平开,高开,高走,低走,缩量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✗(高走→低走) 成交量✗(缩量→正常) 得分=20
2019-12-06,2019-12-09,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,平开,震荡,低走,正常,放量,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✗(正常→放量) 得分=40
2019-12-09,2019-12-10,震荡,震荡,"['大跌', '大涨']",[],震荡,平开,平开,低走,低走,放量,正常,True,True,True,False,True,True,80,partial_error,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✗(放量→正常) 得分=80
2019-12-10,2019-12-11,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,平开,低走,高走,缩量,正常,True,False,True,False,True,True,60,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✗(缩量→正常) 得分=60
2019-12-11,2019-12-12,收涨,收涨,"['大跌', '大涨']",[],大涨,平开,平开,高走,高走,放量,放量,True,True,True,True,True,False,100,none,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✓(放量→放量) 得分=100
2019-12-12,2019-12-13,收涨,收跌,"['大跌', '大涨']",[],大跌,平开,低开,高走,低走,放量,放量,False,False,False,False,True,False,40,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→低开) 日内✗(高走→低走) 成交量✓(放量→放量) 得分=40
2019-12-13,2019-12-16,震荡,收涨,"['大跌', '大涨']",[],大涨,平开,高开,低走,高走,放量,放量,False,False,False,False,True,False,40,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✗(低走→高走) 成交量✓(放量→放量) 得分=40
2019-12-16,2019-12-17,收涨,震荡,"['大跌', '小跌']","['大跌', '小跌']",震荡,平开,平开,高走,低走,放量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(收涨→震荡) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✗(放量→正常) 得分=40
2019-12-17,2019-12-18,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,平开,低走,高走,缩量,放量,True,False,True,False,True,True,60,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✗(缩量→放量) 得分=60
2019-12-18,2019-12-19,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,高开,高走,低走,放量,放量,False,False,False,False,True,True,40,direction_and_gap_error,预测收盘✗(收涨→收跌) 开盘✗(平开→高开) 日内✗(高走→低走) 成交量✓(放量→放量) 得分=40
2019-12-19,2019-12-20,震荡,收跌,"['大涨', '大跌']",[],小跌,平开,低开,低走,低走,放量,放量,False,True,False,False,True,True,60,direction_and_gap_error,预测收盘✗(震荡→收跌) 开盘✗(平开→低开) 日内✓(低走→低走) 成交量✓(放量→放量) 得分=60
2019-12-20,2019-12-23,收涨,震荡,"['大跌', '大涨']",[],震荡,平开,平开,低走,低走,放量,正常,True,True,False,False,True,True,60,close_direction_error,预测收盘✗(收涨→震荡) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✗(放量→正常) 得分=60
2019-12-23,2019-12-24,收涨,震荡,"['大跌', '大涨']",[],震荡,平开,平开,震荡,震荡,缩量,缩量,True,True,False,False,True,True,80,close_direction_error,预测收盘✗(收涨→震荡) 开盘✓(平开→平开) 日内✓(震荡→震荡) 成交量✓(缩量→缩量) 得分=80
2019-12-24,2019-12-26,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,平开,震荡,低走,缩量,缩量,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✓(缩量→缩量) 得分=60
2019-12-26,2019-12-27,收涨,震荡,"['大跌', '大涨']",[],震荡,平开,平开,低走,低走,缩量,缩量,True,True,False,False,True,True,80,close_direction_error,预测收盘✗(收涨→震荡) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✓(缩量→缩量) 得分=80
2019-12-27,2019-12-30,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,平开,低走,低走,缩量,缩量,True,True,False,False,True,True,80,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✓(缩量→缩量) 得分=80
2019-12-30,2019-12-31,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,平开,低走,高走,缩量,缩量,True,False,True,False,True,True,80,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✓(缩量→缩量) 得分=80
2019-12-31,2020-01-02,收涨,收涨,"['大跌', '大涨']",[],大涨,平开,高开,高走,高走,缩量,正常,False,True,True,False,True,False,60,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✓(高走→高走) 成交量✗(缩量→正常) 得分=60
2020-01-02,2020-01-03,震荡,收跌,"['大涨', '大跌']",[],大跌,平开,低开,震荡,低走,缩量,正常,False,False,False,False,True,False,20,direction_and_gap_error,预测收盘✗(震荡→收跌) 开盘✗(平开→低开) 日内✗(震荡→低走) 成交量✗(缩量→正常) 得分=20
2020-01-03,2020-01-06,收涨,震荡,"['大跌', '大涨']",[],震荡,平开,低开,震荡,高走,正常,正常,False,False,False,False,True,True,40,direction_and_gap_error,预测收盘✗(收涨→震荡) 开盘✗(平开→低开) 日内✗(震荡→高走) 成交量✓(正常→正常) 得分=40
2020-01-06,2020-01-07,收涨,震荡,"['大跌', '大涨']",[],震荡,平开,平开,高走,低走,缩量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(收涨→震荡) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✗(缩量→正常) 得分=40
2020-01-07,2020-01-08,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,平开,低走,低走,缩量,正常,True,True,False,False,True,True,60,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✗(缩量→正常) 得分=60
2020-01-08,2020-01-09,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,高开,低走,低走,放量,放量,False,True,False,False,True,True,60,direction_and_gap_error,预测收盘✗(震荡→收跌) 开盘✗(平开→高开) 日内✓(低走→低走) 成交量✓(放量→放量) 得分=60
2020-01-09,2020-01-10,震荡,收跌,"['大涨', '大跌']",[],大跌,平开,平开,低走,低走,放量,放量,True,True,False,False,True,False,80,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✓(放量→放量) 得分=80
2020-01-10,2020-01-13,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,平开,低走,高走,放量,正常,True,False,True,False,True,True,60,partial_error,预测收盘✓(收涨→收涨) 开盘✓(平开→平开) 日内✗(低走→高走) 成交量✗(放量→正常) 得分=60
2020-01-13,2020-01-14,震荡,收涨,"['大跌', '大涨']",[],大涨,平开,平开,高走,高走,缩量,正常,True,True,False,False,True,False,60,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✓(高走→高走) 成交量✗(缩量→正常) 得分=60
2020-01-14,2020-01-15,震荡,收跌,"['大跌', '大涨']",[],小跌,平开,平开,高走,低走,正常,正常,True,False,False,False,True,True,60,close_direction_error,预测收盘✗(震荡→收跌) 开盘✓(平开→平开) 日内✗(高走→低走) 成交量✓(正常→正常) 得分=60
2020-01-15,2020-01-16,收涨,收涨,"['大跌', '大涨']",[],小涨,平开,高开,低走,高走,缩量,正常,False,False,True,False,True,True,40,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(低走→高走) 成交量✗(缩量→正常) 得分=40
2020-01-16,2020-01-17,收跌,收涨,"['大涨', '大跌']",[],小涨,平开,高开,高走,低走,缩量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(收跌→收涨) 开盘✗(平开→高开) 日内✗(高走→低走) 成交量✗(缩量→正常) 得分=20
2020-01-17,2020-01-21,震荡,震荡,"['大涨', '大跌']",[],震荡,平开,平开,低走,震荡,正常,正常,True,False,True,False,True,True,80,partial_error,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✗(低走→震荡) 成交量✓(正常→正常) 得分=80
2020-01-21,2020-01-22,震荡,收涨,"['大涨', '大跌']",[],小涨,平开,高开,高走,高走,正常,正常,False,True,False,False,True,True,60,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✓(高走→高走) 成交量✓(正常→正常) 得分=60
2020-01-22,2020-01-23,收涨,收涨,"['大跌', '小跌']",[],大涨,平开,高开,高走,震荡,放量,放量,False,False,True,False,True,True,60,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(高走→震荡) 成交量✓(放量→放量) 得分=60
2020-01-23,2020-01-24,震荡,收涨,"['大涨', '大跌']",[],小涨,平开,高开,震荡,低走,放量,放量,False,False,False,False,True,True,40,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✗(震荡→低走) 成交量✓(放量→放量) 得分=40
2020-01-24,2020-01-27,收跌,收跌,"['大涨', '小涨']",[],大跌,平开,低开,低走,低走,放量,放量,False,True,True,False,True,True,80,gap_error,预测收盘✓(收跌→收跌) 开盘✗(平开→低开) 日内✓(低走→低走) 成交量✓(放量→放量) 得分=80
2020-01-27,2020-01-28,收涨,收涨,"['大跌', '大涨']",[],大涨,平开,高开,低走,高走,放量,正常,False,False,True,False,True,False,40,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(低走→高走) 成交量✗(放量→正常) 得分=40
2020-01-28,2020-01-29,收涨,震荡,"['大跌', '小跌']","['大跌', '小跌']",震荡,平开,高开,高走,高走,缩量,正常,False,True,False,False,True,True,40,direction_and_gap_error,预测收盘✗(收涨→震荡) 开盘✗(平开→高开) 日内✓(高走→高走) 成交量✗(缩量→正常) 得分=40
2020-01-29,2020-01-30,震荡,收跌,"['大涨', '大跌']",[],小跌,平开,低开,震荡,低走,缩量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(震荡→收跌) 开盘✗(平开→低开) 日内✗(震荡→低走) 成交量✗(缩量→正常) 得分=20
2020-01-30,2020-01-31,收涨,收跌,"['大跌', '小跌']",[],大跌,平开,平开,低走,低走,缩量,正常,True,True,False,False,True,False,60,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✗(缩量→正常) 得分=60
2020-01-31,2020-02-03,震荡,震荡,"['大跌', '大涨']",[],震荡,平开,平开,低走,低走,缩量,正常,True,True,True,False,True,True,80,partial_error,预测收盘✓(震荡→震荡) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✗(缩量→正常) 得分=80
2020-02-03,2020-02-04,收涨,收涨,"['大跌', '大涨']",[],大涨,平开,高开,低走,高走,缩量,正常,False,False,True,False,True,False,40,gap_error,预测收盘✓(收涨→收涨) 开盘✗(平开→高开) 日内✗(低走→高走) 成交量✗(缩量→正常) 得分=40
2020-02-04,2020-02-05,震荡,收涨,"['大涨', '大跌']",[],小涨,平开,高开,震荡,高走,缩量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(震荡→收涨) 开盘✗(平开→高开) 日内✗(震荡→高走) 成交量✗(缩量→正常) 得分=20
2020-02-05,2020-02-06,震荡,收涨,"['大涨', '大跌']",[],小涨,平开,平开,震荡,低走,缩量,正常,True,False,False,False,True,True,40,close_direction_error,预测收盘✗(震荡→收涨) 开盘✓(平开→平开) 日内✗(震荡→低走) 成交量✗(缩量→正常) 得分=40
2020-02-06,2020-02-07,收涨,收跌,"['大跌', '大涨']",[],小跌,平开,平开,低走,低走,缩量,缩量,True,True,False,False,True,True,80,close_direction_error,预测收盘✗(收涨→收跌) 开盘✓(平开→平开) 日内✓(低走→低走) 成交量✓(缩量→缩量) 得分=80
2020-02-07,2020-02-10,收涨,震荡,"['大跌', '大涨']",[],震荡,平开,低开,低走,震荡,缩量,正常,False,False,False,False,True,True,20,direction_and_gap_error,预测收盘✗(收涨→震荡) 开盘✗(平开→低开) 日内✗(低走→震荡) 成交量✗(缩量→正常) 得分=20
