Date,Open,High,Low,Close,Volume,PrevClose,MA20_Volume,O_gap,H_up,L_down,C_move,V_ratio,O_code,H_code,L_code,C_code,V_code,Code
2022-03-24,26.166000366210938,28.31999969482422,25.906999588012695,28.149999618530273,877379000,25.63400077819824,501439250.0,0.0207536698081543,0.0823205418660322,0.009898370961299,0.0758235582263976,1.7497214268727468,5,5,2,5,5,55255
2022-03-25,27.88599967956543,28.357999801635746,27.270999908447266,27.691999435424805,579016000,28.149999618530273,508518150.0,-0.0093783283318789,0.0169260606574629,0.0220540693604335,-0.0069569047683374,1.1386338914353402,2,3,3,2,4,23324
2022-03-28,27.756000518798828,28.25,27.20599937438965,28.2189998626709,425494000,27.691999435424805,511025650.0,0.0023111759598026,0.0177979345715385,0.0198155762404122,0.0166810540141936,0.8326274816146704,3,3,3,4,2,33342
2022-03-29,28.69499969482422,28.945999145507812,27.979999542236328,28.6560001373291,488984000,28.2189998626709,508434400.0,0.0168680617481057,0.0087471494460014,0.0249172385499922,-0.0013591063917018,0.9617445239739876,4,2,3,3,3,42333
2022-03-30,28.304000854492188,28.496000289916992,27.503000259399418,27.690000534057617,463487000,28.6560001373291,512280800.0,-0.0122836153388475,0.0067834733475261,0.0282999071124477,-0.0216930575854304,0.9047518470338924,2,2,3,1,3,22313
2022-03-31,27.781999588012695,28.24799919128418,27.270000457763672,27.285999298095703,523440000,27.690000534057617,515973050.0,0.0033224648674861,0.0167734364042159,0.018429167728803,-0.0178532970006595,1.0144715891653644,3,3,3,2,3,33323
2022-04-01,27.375,27.496000289916992,26.267000198364254,26.711999893188477,517235000,27.285999298095703,523890300.0,0.0032617717581817,0.0044201019147759,0.040474878598566,-0.0242191819839825,0.9872963862854496,3,1,4,1,3,31413
2022-04-04,26.72800064086914,27.558000564575195,26.613000869750977,27.36000061035156,397120000,26.711999893188477,528181300.0,0.0005990097238935,0.0310535731743781,0.0043025953442368,0.0236456133765592,0.7518630439964459,3,4,1,5,2,34152
2022-04-05,27.253999710083008,27.319000244140625,25.81999969482422,25.930999755859375,436615000,27.36000061035156,525496250.0,-0.0038743018239716,0.002384990634368,0.0526161308620055,-0.048543331925485,0.8308622563909828,3,1,5,1,2,31512
2022-04-06,24.93400001525879,25.299999237060547,24.003000259399418,24.406999588012695,703833000,25.930999755859375,519453650.0,-0.0384481797843256,0.0146787206857214,0.0373385640205995,-0.0211358156302072,1.3549486080230642,1,2,4,1,4,12414
2022-04-07,24.44099998474121,24.722000122070312,23.47800064086914,24.20800018310547,557992000,24.406999588012695,530008200.0,0.0013930592576899,0.011497080213761,0.0394009796846807,-0.0095331533808439,1.052798805754326,3,2,4,2,3,32423
2022-04-08,23.91699981689453,23.92300033569336,23.062000274658203,23.118999481201172,524781000,24.20800018310547,536504500.0,-0.0120208346005393,0.0002508892772825,0.0357486118151145,-0.0333654029269033,0.9781483659503322,2,1,4,1,3,21413
2022-04-11,22.214000701904297,22.31999969482422,21.65999984741211,21.91699981689453,575207000,23.118999481201172,544383100.0,-0.039145239828945,0.0047717200671032,0.0249392651925456,-0.0133699862980694,1.0566217062947032,1,1,3,2,3,11323
2022-04-12,22.53700065612793,22.725000381469727,21.281999588012695,21.503999710083008,662258000,21.91699981689453,553875750.0,0.0282885816678009,0.0083418254367703,0.0556862506801229,-0.0458357774313701,1.1956797169762352,5,2,5,1,4,52514
2022-04-13,21.72800064086914,22.5,21.454999923706055,22.20299911499023,516943000,21.503999710083008,562388850.0,0.0104167100914301,0.0355301609149795,0.012564465625502,0.0218611220595992,0.9191914100003938,4,4,2,5,3,44253
2022-04-14,22.5049991607666,22.777000427246097,21.163000106811523,21.257999420166016,569097000,22.20299911499023,554664900.0,0.0136017681310664,0.0120862597921656,0.0596311532548115,-0.055409899449119,1.0260194939322824,4,2,5,1,3,42513
2022-04-18,21.200000762939453,22.08799934387207,21.07900047302246,21.78300094604492,525701000,21.257999420166016,559522700.0,-0.002728321517007,0.0418867240082822,0.0057075606397391,0.0275000076473879,0.939552586517044,3,4,2,5,3,34253
2022-04-19,21.719999313354492,22.37299919128418,21.31399917602539,22.197999954223633,512781000,21.78300094604492,549271800.0,-0.0028922384407216,0.0300644520521781,0.0186924562690696,0.0220073966841814,0.933565131142724,3,4,3,5,3,34353
2022-04-20,22.517000198364254,22.670000076293945,21.200000762939453,21.48200035095215,468974000,22.197999954223633,545324500.0,0.014370675051737,0.0067948606200574,0.0584891159489564,-0.0459652635028751,0.8599907027833886,4,2,5,1,2,42512
2022-04-21,21.708999633789062,22.392000198364254,20.0,20.183000564575195,656209000,21.48200035095215,541422850.0,0.0105669527571184,0.0314616323228516,0.0787230946896826,-0.0702933849995888,1.21200832214599,4,4,5,1,4,44514
2022-04-22,20.30299949645996,20.486000061035156,19.5,19.51499938964844,624713000,20.183000564575195,549127300.0,0.0059455446924668,0.0090134743197478,0.0395507814793559,-0.0388120044503235,1.137646953629878,4,2,4,1,4,42414
2022-04-25,19.20199966430664,19.94499969482422,19.09600067138672,19.902000427246097,641566000,19.51499938964844,536494000.0,-0.0160389308291666,0.0386938883192823,0.0055202059563075,0.0364545763554325,1.195849347802585,2,4,2,5,4,24254
2022-04-26,19.718000411987305,19.788000106811523,18.670000076293945,18.788000106811523,653143000,19.902000427246097,539621500.0,-0.0092453025479234,0.0035500402354015,0.0531494225477468,-0.0471650413705438,1.2103724555081663,2,1,5,1,4,21514
2022-04-27,18.597999572753903,19.16699981689453,18.290000915527344,18.415000915527344,499460000,18.788000106811523,551003950.0,-0.010112866349662,0.0305947014309116,0.0165608487096524,-0.0098396957431191,0.9064544818598852,2,4,3,2,3,24323
2022-04-28,18.96699905395508,20.03700065612793,18.489999771118164,19.781999588012695,570327000,18.415000915527344,551527750.0,0.0299754608191357,0.0564138585724095,0.0251489063441194,0.0429693981498705,1.0340857735626177,5,5,3,5,3,55353
2022-04-29,19.402000427246097,20.128000259399418,18.517000198364254,18.54700088500977,500435000,19.781999588012695,556869750.0,-0.0192093402426752,0.0374188133267847,0.0456138650341973,-0.0440675973306163,0.8986571815042925,2,4,4,1,2,24412
2022-05-02,18.541000366210938,19.573999404907227,18.391000747680664,19.53300094604492,572049000,18.54700088500977,555719500.0,-0.0003235304099047,0.0557143098157111,0.0080901577890927,0.0535030775168852,1.029384428655104,3,5,2,5,3,35253
2022-05-03,19.399999618530273,19.825000762939453,19.132999420166016,19.60199928283691,475751000,19.53300094604492,558460200.0,-0.0068090575473798,0.0219072759157805,0.013762897093525,0.0104123540349811,0.8518977717660094,2,3,2,4,2,23242
2022-05-04,19.92300033569336,20.399999618530273,18.750999450683594,20.333999633789062,648855000,19.60199928283691,562391750.0,0.0163759343230621,0.0239421409827684,0.05882652538584,0.0206293877011772,1.153742031244235,4,3,5,5,4,43554
2022-05-05,19.867000579833984,19.924999237060547,18.5,18.8439998626709,626331000,20.333999633789062,573003750.0,-0.0229664140044078,0.0029193464304538,0.0688075975203604,-0.0514924592191074,1.093066144855073,1,1,5,1,3,11513
2022-05-06,18.736000061035156,19.511999130249023,17.989999771118164,18.674999237060547,633297000,18.8439998626709,569128650.0,-0.0057312567619831,0.0414175419879345,0.0398164115866135,-0.0032558082715569,1.1127484093447062,2,4,4,3,4,24434
2022-05-09,18.034000396728516,18.2549991607666,16.82699966430664,16.950000762939453,644455000,18.674999237060547,572893900.0,-0.034323901821638,0.0122545613383803,0.0669291729992882,-0.0601086619686282,1.1249116110330375,1,2,5,1,4,12514
2022-05-10,17.68899917602539,18.197999954223633,17.024999618530273,17.594999313354492,761474000,16.950000762939453,578877600.0,0.0435987244733186,0.0287749902147155,0.0375374293869074,-0.0053140294561322,1.315431794216947,5,3,4,2,4,53424
2022-05-11,17.347000122070312,17.753000259399414,16.56800079345703,16.6299991607666,670167000,17.594999313354492,588190950.0,-0.0140948679148824,0.0234046310296933,0.0449068613092457,-0.0413328504212945,1.139369791391724,2,3,4,1,4,23414
2022-05-12,16.2189998626709,16.788000106811523,15.56700038909912,16.174999237060547,708728000,16.6299991607666,588586400.0,-0.0247143306576545,0.0350823262197699,0.0401997335897633,-0.0027129062200451,1.204118885519611,1,4,4,3,4,14434
2022-05-13,16.788000106811523,17.92799949645996,16.593000411987305,17.70599937438965,670437000,16.174999237060547,598175650.0,0.0378980462853101,0.0679056101021763,0.0116154213476029,0.0546818716784292,1.1208028946012765,5,5,2,5,4,55254
2022-05-16,17.509000778198242,17.788000106811523,17.106000900268555,17.263999938964844,521446000,17.70599937438965,603242650.0,-0.0111260930279004,0.0159346231202801,0.0230167262561032,-0.0139928510105766,0.8644050615453002,2,3,3,2,2,23322
2022-05-17,18.073999404907227,18.371000289916992,17.634000778198242,18.177000045776367,585830000,17.263999938964844,603029900.0,0.0469184122339003,0.0164324939022144,0.0243442868870252,0.0056988294932208,0.9714775337010652,5,3,3,4,3,53343
2022-05-18,17.704999923706055,18.118000030517575,16.86400032043457,16.937999725341797,545161000,18.177000045776367,606682350.0,-0.0259668878737769,0.0233267499910313,0.0475006838122281,-0.0433211071262014,0.8985938028360311,1,3,4,1,2,13412
2022-05-19,16.937000274658203,17.687000274658203,16.733999252319336,17.124000549316406,621310000,16.937999725341797,610491700.0,-5.900641751094265e-05,0.0442817492966673,0.0119856538375691,0.0110409323744299,1.017720634039742,3,4,2,4,3,34243
2022-05-20,17.332000732421875,17.40999984741211,15.755000114440918,16.694000244140625,739105000,17.124000549316406,608746750.0,0.012146705000764,0.0045002949281167,0.0909878001003636,-0.0368105505031385,1.2141420056862726,4,1,5,1,4,41514
2022-05-23,16.27400016784668,16.915000915527344,16.179000854492188,16.898000717163086,639889000,16.694000244140625,614466350.0,-0.025158743869155,0.0393880263653382,0.0058374900070473,0.0383434031510749,1.041373543075223,1,4,2,5,3,14253
2022-05-24,16.510000228881836,16.597000122070312,15.779999732971191,16.15399932861328,588550000,16.898000717163086,614382500.0,-0.0229613251162406,0.0052695270734329,0.044215656316807,-0.0215627435089784,0.9579537177572603,1,2,4,1,3,12413
2022-05-25,16.020000457763672,17.111000061035156,16.0,16.975000381469727,781132000,16.15399932861328,611152850.0,-0.00829508953936,0.0681023453243885,0.0012484679895236,0.0596129773044568,1.2781287038095297,2,5,1,5,4,25154
2022-05-26,16.035999298095703,18.09199905395508,16.02199935913086,17.85099983215332,996575000,16.975000381469727,625236450.0,-0.0553167046994035,0.1282115144581935,0.0008730319018226,0.1131828768708633,1.5939169893245988,1,5,1,5,5,15155
2022-05-27,18.18600082397461,18.881000518798828,18.100000381469727,18.81100082397461,738379000,17.85099983215332,646548850.0,0.0187665113983074,0.0382161917593229,0.0047289364680721,0.0343670940109087,1.1420312633763094,4,4,1,5,4,44154
